Id,CreationDate,PostId,RelatedPostId,LinkTypeId
265359,2014-11-21T14:34:43.500,19262,19225,1
265773,2014-11-24T01:06:38.870,19290,17025,1
265933,2014-11-24T17:45:57.743,19298,2337,1
266151,2014-11-25T15:42:03.747,19289,736,1
266314,2014-11-26T10:58:57.447,19337,9654,1
266838,2014-11-29T05:11:30.793,19289,18630,1
267363,2014-12-01T13:56:56.777,19388,3336,1
267404,2014-12-01T20:55:47.433,7636,184,1
267522,2014-12-02T08:45:21.060,19412,69,1
268164,2014-12-05T00:48:18.013,19470,16735,1
268213,2014-12-05T08:28:13.457,19471,736,1
268306,2014-12-05T16:04:37.060,19482,17319,1
268307,2014-12-05T16:04:37.060,19482,15621,1
268308,2014-12-05T16:04:37.060,19482,16549,1
268600,2014-12-07T04:26:25.720,19504,8629,1
268803,2014-12-08T16:50:12.557,19482,15621,3
268816,2014-12-08T23:26:29.167,19522,18431,1
268853,2014-12-09T08:17:58.233,19528,19521,1
268934,2014-12-09T15:22:21.830,19543,15938,1
269103,2014-12-10T18:57:20.530,19574,6499,1
269104,2014-12-10T18:57:20.530,19574,31,1
269105,2014-12-10T18:57:20.530,19574,9081,1
269106,2014-12-10T18:57:20.530,19574,15938,1
269109,2014-12-10T20:41:10.890,19577,282,1
269110,2014-12-10T20:41:10.890,19577,13899,1
269139,2014-12-11T00:07:13.820,19504,16714,1
271067,2014-12-12T02:00:40.680,19523,18737,1
271480,2014-12-14T15:08:26.020,19470,16735,3
271731,2014-12-15T17:01:09.950,19635,18701,1
271863,2014-12-16T12:03:31.087,19645,18201,1
272042,2014-12-17T12:19:29.283,19660,9467,1
272700,2014-12-21T11:48:47.630,19686,2969,1
273200,2014-12-24T21:27:52.680,19709,675,1
273812,2014-12-28T20:39:26.403,19769,101,1
273895,2014-12-29T07:39:04.357,19768,19554,1
273926,2014-12-29T12:15:23.807,18609,19777,1
275220,2015-01-07T08:26:57.053,19874,19857,1
275411,2015-01-08T13:21:26.383,19896,966,1
275436,2015-01-08T16:10:42.880,19892,2560,1
275437,2015-01-08T16:10:42.880,19892,4825,1
275465,2015-01-09T09:11:19.013,19907,17378,1
275466,2015-01-09T09:11:19.013,19907,10537,1
275694,2015-01-12T08:04:58.647,19965,19550,1
275705,2015-01-12T08:32:16.587,19967,1868,1
275771,2015-01-12T17:46:17.593,19985,9564,1
275783,2015-01-12T19:56:10.153,19989,19191,1
275910,2015-01-13T20:19:35.803,20009,9066,1
276014,2015-01-14T23:06:01.597,20030,19731,1
276138,2015-01-16T17:03:50.097,20059,2130,1
276336,2015-01-18T15:12:57.110,20061,19853,1
276977,2015-01-25T10:13:31.457,20192,16885,1
277039,2015-01-25T14:58:47.303,20200,20203,1
277126,2015-01-26T20:39:01.810,20212,8488,1
277237,2015-01-27T13:56:24.373,20240,19962,1
277293,2015-01-27T19:44:30.133,20251,3292,1
277294,2015-01-27T19:44:30.133,20251,11506,1
277295,2015-01-27T19:44:30.133,20251,11374,1
277332,2015-01-28T11:44:37.173,20259,3292,1
277355,2015-01-28T13:42:48.273,20260,18201,1
277411,2015-01-28T23:47:00.573,20265,19992,1
277412,2015-01-28T23:47:00.573,20265,20108,1
277560,2015-01-30T20:35:10.557,20289,7872,1
277709,2015-02-01T11:12:42.053,20318,20004,1
277828,2015-02-03T19:08:50.590,20265,20108,3
277892,2015-02-04T15:46:39.250,20360,9110,1
277893,2015-02-04T16:35:13.203,20360,18327,1
277925,2015-02-04T22:25:39.297,20360,9110,3
277982,2015-02-05T14:49:00.147,20371,5959,1
283270,2015-02-11T09:14:35.067,20458,20401,1
283271,2015-02-11T09:21:53.867,20455,18130,1
283272,2015-02-11T09:21:53.867,20455,536,1
283765,2015-02-12T16:27:12.073,3082,6362,1
284272,2015-02-13T20:03:58.397,20498,20510,1
284445,2015-02-14T10:20:43.040,20516,19982,1
285007,2015-02-15T18:31:00.370,20545,17121,1
285170,2015-02-16T05:03:21.507,20538,2750,1
285188,2015-02-16T07:22:13.073,20567,13147,1
285256,2015-02-16T13:43:03.957,20570,11073,1
287058,2015-02-18T17:16:18.797,20550,10873,1
287059,2015-02-18T17:16:18.797,20550,17317,1
287060,2015-02-18T17:16:18.797,20550,9054,1
287061,2015-02-18T17:17:38.170,21605,20550,1
287345,2015-02-19T12:13:10.640,21629,20212,1
287692,2015-02-20T11:18:37.970,21621,17605,1
287871,2015-02-20T18:43:36.610,21646,17960,1
288036,2015-02-21T09:40:29.197,21652,13703,1
288060,2015-02-21T10:43:45.033,21654,16885,1
288319,2015-02-22T05:07:12.693,21665,2664,1
288610,2015-02-22T19:27:52.477,21670,16885,1
288914,2015-02-23T15:50:29.577,21691,3581,1
288932,2015-02-23T16:16:00.360,21691,13149,1
289160,2015-02-24T06:24:44.443,21702,19191,1
289179,2015-02-24T07:53:02.777,21706,16885,1
289192,2015-02-24T09:11:57.427,20159,20088,1
289762,2015-02-25T17:20:50.400,21742,21728,1
289901,2015-02-26T04:22:54.410,21744,12940,1
290271,2015-02-26T17:14:52.797,21758,9126,1
290277,2015-02-26T17:39:22.583,21765,15471,1
290410,2015-02-27T03:01:20.147,21768,18144,1
290430,2015-02-27T04:44:55.940,17814,18144,1
290456,2015-02-27T07:12:53.637,21777,21776,1
290551,2015-02-27T09:59:01.260,21783,16821,1
290848,2015-02-27T23:08:40.863,21783,16821,3
291237,2015-02-28T20:14:18.027,21806,16671,1
291576,2015-03-01T13:34:31.047,21815,3292,1
291685,2015-03-01T18:10:08.570,21777,21776,3
291753,2015-03-01T22:48:12.263,11008,9564,1
292689,2015-03-03T21:54:23.803,21864,21806,1
292901,2015-03-04T12:08:50.553,21866,6446,1
292948,2015-03-04T14:23:20.880,21871,21792,1
293540,2015-03-05T15:28:46.300,21829,21792,1
294013,2015-03-06T21:43:15.637,21916,159,1
294087,2015-03-07T10:44:17.173,21918,19645,1
294253,2015-03-08T15:30:50.887,21928,16885,1
294258,2015-03-08T15:46:31.807,21928,16885,3
294343,2015-03-09T10:11:34.127,21937,19625,1
294373,2015-03-09T12:29:00.987,21938,17980,1
294746,2015-03-10T21:16:07.690,21961,16994,1
294800,2015-03-11T00:08:40.217,21959,21957,1
294874,2015-03-11T11:23:57.700,21974,18201,1
295318,2015-03-13T09:42:44.090,22034,17730,1
295319,2015-03-13T09:42:44.090,22034,21654,1
295324,2015-03-13T12:54:55.690,22034,741,1
295325,2015-03-13T13:50:50.657,22032,8488,1
295395,2015-03-13T18:50:53.470,22052,6220,1
295679,2015-03-15T12:36:50.160,22085,4891,1
295680,2015-03-15T12:52:54.370,22085,4886,1
295749,2015-03-15T19:18:59.350,22092,20498,1
295750,2015-03-15T19:18:59.350,22092,20510,1
295791,2015-03-15T21:42:55.187,22098,13122,1
295792,2015-03-15T21:53:51.570,22085,4891,3
295793,2015-03-16T00:51:40.470,22073,1775,1
296026,2015-03-17T13:39:11.687,22133,13435,1
296027,2015-03-17T13:39:11.687,22133,322,1
296429,2015-03-20T02:21:27.007,22189,736,1
296430,2015-03-20T02:23:17.963,22189,7581,1
296609,2015-03-21T14:57:07.290,22224,21864,1
296818,2015-03-22T20:17:18.627,22250,9541,1
296842,2015-03-23T06:49:29.557,22259,17897,1
296843,2015-03-23T06:49:29.557,22259,17926,1
296876,2015-03-23T08:47:29.317,22260,20438,1
297006,2015-03-23T23:12:50.793,22272,19448,1
297141,2015-03-24T18:27:10.097,22283,21625,1
297376,2015-03-25T19:38:01.770,22330,20210,1
297622,2015-03-27T11:28:21.050,22373,22283,1
297984,2015-03-29T18:54:10.823,22420,19176,1
298097,2015-03-30T13:36:39.443,22420,19176,3
298451,2015-04-02T03:01:59.270,22463,9094,1
298503,2015-04-02T13:21:38.683,18953,16885,1
298717,2015-04-03T23:50:58.940,22517,16359,1
298718,2015-04-03T23:51:38.397,22518,22443,1
298719,2015-04-03T23:52:57.870,22517,6220,1
298908,2015-04-05T11:05:50.860,22536,1637,1
299074,2015-04-06T08:29:20.033,22562,21984,1
299093,2015-04-06T09:15:35.557,22556,18564,1
299094,2015-04-06T10:57:22.273,22564,12892,1
299095,2015-04-06T10:57:22.273,22564,16502,1
299096,2015-04-06T10:57:22.273,22564,6260,1
299144,2015-04-06T15:01:23.657,22517,6220,3
299285,2015-04-07T06:56:00.810,22577,69,1
299286,2015-04-07T11:59:44.930,15556,22264,1
299287,2015-04-07T11:59:44.930,15556,427,1
299308,2015-04-07T14:40:59.683,22577,69,3
299336,2015-04-07T17:37:58.133,22593,11376,1
299449,2015-04-08T08:05:31.117,22536,1637,3
299463,2015-04-08T09:08:39.070,22564,20143,1
299529,2015-04-08T17:23:21.807,22629,20510,1
299540,2015-04-08T18:39:59.970,22634,10014,1
299561,2015-04-08T20:16:48.003,22634,322,1
299665,2015-04-09T15:25:31.630,22658,431,1
299856,2015-04-10T19:03:07.087,22686,22658,1
299857,2015-04-10T19:12:20.943,22673,18564,1
302049,2015-04-10T22:27:20.787,22686,22658,3
303321,2015-04-10T23:12:32.273,22688,22462,1
304181,2015-04-13T13:33:31.433,22730,5995,1
304247,2015-04-13T16:56:15.990,22726,18564,1
304535,2015-04-14T10:37:03.993,22730,5995,3
304820,2015-04-15T01:36:16.210,22762,22765,1
305101,2015-04-15T16:56:04.103,22784,811,1
305723,2015-04-17T11:36:54.427,22711,16995,1
306706,2015-04-20T11:56:16.663,22863,7724,1
306759,2015-04-20T15:00:36.383,22518,22443,3
306826,2015-04-20T17:57:54.557,7893,1932,1
307018,2015-04-21T08:01:29.220,22899,8860,1
307066,2015-04-21T09:53:50.363,22899,3292,1
307175,2015-04-21T13:40:04.853,22906,1262,1
307201,2015-04-21T15:06:33.210,22906,1262,3
307293,2015-04-21T18:51:38.127,22784,811,3
307574,2015-04-22T15:29:32.163,19705,1958,1
307621,2015-04-22T19:20:36.977,22932,1637,1
307817,2015-04-23T15:47:32.913,22909,22892,1
308306,2015-04-24T22:04:36.420,22863,7724,3
308432,2015-04-25T11:03:17.767,1637,22956,1
308488,2015-04-25T13:20:03.830,22987,9094,1
309131,2015-04-27T15:21:30.357,22634,322,3
309394,2015-04-28T11:29:15.123,6249,23015,1
309563,2015-04-28T19:46:46.653,23031,13785,1
309612,2015-04-28T22:39:18.103,23035,10428,1
309900,2015-04-29T14:23:57.863,23055,18654,1
310152,2015-04-30T05:36:54.890,23066,22003,1
310729,2015-05-01T14:50:50.850,23074,16995,1
310731,2015-05-01T14:54:52.037,22465,8456,1
310792,2015-05-01T17:35:24.783,23103,20074,1
311474,2015-05-03T13:19:01.317,23132,481,1
311716,2015-05-03T20:27:08.703,23137,22726,1
312185,2015-05-04T16:39:31.397,23115,3182,1
312291,2015-05-04T23:20:07.117,23023,16196,1
312306,2015-05-05T01:44:06.797,11490,11468,3
312537,2015-05-05T14:15:35.977,23198,23064,1
312738,2015-05-06T08:38:58.590,23210,16320,1
312745,2015-05-06T09:03:26.390,13785,23031,1
312776,2015-05-06T16:05:44.623,23210,16320,3
313845,2015-05-11T17:42:11.397,23325,1637,1
313955,2015-05-12T07:55:00.250,23325,1637,3
314151,2015-05-12T21:05:54.920,23364,23320,1
314187,2015-05-13T13:52:36.643,23364,23320,3
314239,2015-05-13T18:33:25.040,23374,19625,1
314360,2015-05-14T20:58:29.993,23383,23394,1
314648,2015-05-16T08:00:31.390,23422,23194,1
314675,2015-05-16T12:20:14.567,23407,124,1
314997,2015-05-18T05:23:47.910,23476,23416,1
315077,2015-05-18T20:01:35.117,23489,20444,1
315407,2015-05-20T18:36:38.343,23509,23534,1
315423,2015-05-20T20:34:24.027,23540,23509,1
315616,2015-05-21T13:28:46.250,23554,23529,3
315728,2015-05-22T07:16:27.297,23574,5959,1
316192,2015-05-25T08:31:53.807,23627,23374,1
316208,2015-05-25T09:02:56.190,23626,481,1
316453,2015-05-26T02:49:59.173,22969,23648,1
316524,2015-05-26T09:14:30.507,23642,9094,1
316807,2015-05-27T09:04:54.140,23701,17317,1
316910,2015-05-27T19:34:37.477,23717,23689,1
316963,2015-05-27T20:38:20.153,23722,23320,1
317034,2015-05-28T07:00:24.160,23714,7724,1
317137,2015-05-28T17:02:55.410,23725,22777,1
317151,2015-05-28T17:43:25.710,23741,17453,1
317224,2015-05-29T07:48:25.777,23748,15103,1
317225,2015-05-29T08:28:33.933,23758,16462,1
317270,2015-05-29T11:25:43.660,23763,1932,1
317281,2015-05-29T11:55:20.257,11087,10231,1
317402,2015-05-30T07:03:04.367,23779,15967,1
317662,2015-05-31T16:52:13.357,23805,10430,1
317663,2015-05-31T16:52:13.357,23805,3243,1
317710,2015-06-01T01:44:52.723,23791,1032,1
317742,2015-06-01T06:22:44.620,23815,23779,1
317797,2015-06-01T11:13:21.310,23820,2420,1
317798,2015-06-01T11:13:21.310,23820,2149,1
317799,2015-06-01T11:13:21.310,23820,22246,1
317893,2015-06-02T01:02:48.363,23815,23718,1
317998,2015-06-02T17:22:31.593,23854,1032,1
318222,2015-06-03T21:17:08.903,23826,672,1
318280,2015-06-04T08:06:16.323,23876,23859,1
318351,2015-06-04T13:38:07.497,23758,651,1
319147,2015-06-08T20:50:22.813,23958,23601,1
319282,2015-06-09T14:16:38.023,24000,9408,1
319293,2015-06-09T15:42:28.560,23988,9670,1
322750,2015-06-10T23:31:30.440,24035,18043,1
323087,2015-06-11T14:39:45.593,24059,1358,1
323577,2015-06-12T18:40:44.477,24083,8088,1
324312,2015-06-14T17:48:04.207,18966,481,1
324383,2015-06-14T20:47:36.230,24109,22587,1
324656,2015-06-15T12:40:31.457,24144,15940,1
324940,2015-06-16T09:01:44.883,24163,20199,1
325121,2015-06-16T20:00:58.777,24178,24177,1
325124,2015-06-16T21:33:35.633,23535,24129,1
325128,2015-06-16T21:58:54.293,24170,18966,1
325141,2015-06-16T22:40:10.670,24178,24177,3
325155,2015-06-17T00:24:48.800,24163,20199,3
325371,2015-06-17T13:59:27.910,24197,24017,1
326226,2015-06-19T18:46:11.490,24247,9094,1
326484,2015-06-20T15:25:10.690,24262,24252,1
327106,2015-06-22T15:33:39.830,24262,24252,3
327187,2015-06-22T19:31:00.480,24303,24245,1
327231,2015-06-22T22:45:20.807,24308,24124,1
327481,2015-06-23T15:27:38.570,24321,21583,1
327636,2015-06-24T03:04:16.397,24334,1881,1
328149,2015-06-25T13:22:57.453,24364,24245,1
328491,2015-06-26T10:33:28.380,24344,6220,1
328968,2015-06-27T20:18:26.397,24397,22336,1
330747,2015-07-02T04:11:45.413,24473,2654,1
332596,2015-07-09T11:36:02.170,24488,16015,1
332833,2015-07-10T15:14:29.057,24623,24381,1
333315,2015-07-13T16:46:49.407,24665,16438,1
333468,2015-07-14T13:51:40.393,24673,1302,1
333541,2015-07-14T18:20:35.390,24689,14252,1
334114,2015-07-17T22:51:55.480,24746,1608,1
334453,2015-07-20T09:20:37.040,24787,11108,1
334675,2015-07-21T15:32:09.023,24780,4691,1
334676,2015-07-21T15:32:09.023,24780,17788,1
334677,2015-07-21T15:32:09.023,24780,2711,1
334678,2015-07-21T15:32:09.023,24780,10148,1
334882,2015-07-23T07:38:33.507,24836,16786,1
335112,2015-07-24T09:04:22.533,24857,24780,1
335221,2015-07-24T21:28:50.767,24874,13328,1
335286,2015-07-25T06:14:33.273,13328,24874,1
335586,2015-07-27T12:32:56.727,24913,3179,1
335748,2015-07-28T08:34:30.763,24916,24908,1
335944,2015-07-29T09:00:24.330,24846,4691,1
335945,2015-07-29T09:00:24.330,24846,2096,1
336319,2015-07-31T11:47:45.783,24998,19522,1
336445,2015-08-01T21:45:38.060,25011,24738,1
336800,2015-08-04T16:15:38.867,25053,8501,1
336836,2015-08-04T20:09:47.493,25056,18265,1
336978,2015-08-05T17:36:24.940,25080,6220,1
337124,2015-08-06T16:15:41.920,25100,25087,1
337135,2015-08-06T16:19:05.643,25087,25100,1
337311,2015-08-07T21:19:43.120,25080,741,1
337363,2015-08-08T12:11:40.440,6182,6268,1
337364,2015-08-08T12:16:48.683,25125,1828,1
337365,2015-08-08T12:16:48.683,25125,9204,1
337366,2015-08-08T12:16:48.683,25125,6182,1
337367,2015-08-08T12:16:48.683,25125,10676,1
337368,2015-08-08T12:16:48.683,25125,4801,1
340598,2015-08-09T03:52:18.043,25130,8501,1
340599,2015-08-09T03:52:18.043,25130,10938,1
341001,2015-08-10T07:35:48.440,25157,25138,1
341034,2015-08-10T07:52:21.697,20159,19793,1
341219,2015-08-10T14:39:20.387,25173,25138,1
341444,2015-08-11T07:31:18.077,25179,15974,1
341594,2015-08-11T14:21:43.000,25194,23695,1
341781,2015-08-12T01:28:58.463,25198,25100,1
342105,2015-08-12T20:45:37.500,25218,15458,1
342220,2015-08-13T03:45:37.443,25213,3175,1
342477,2015-08-13T20:53:00.647,25249,8257,1
343146,2015-08-16T12:31:25.197,25277,9877,1
343945,2015-08-18T16:59:52.403,25311,13436,1
344163,2015-08-19T08:59:10.843,25323,9966,1
344878,2015-08-21T05:49:16.903,25358,20353,1
345814,2015-08-24T09:52:50.030,25400,15981,1
346103,2015-08-25T02:29:14.243,25414,4723,1
346186,2015-08-25T08:04:02.943,25409,25393,1
346292,2015-08-25T14:09:09.287,25409,25393,3
346473,2015-08-25T23:05:34.500,24761,19289,1
346474,2015-08-25T23:05:34.500,24761,18630,1
347078,2015-08-27T18:55:59.293,25472,17897,1
347079,2015-08-27T18:56:15.020,25472,17897,3
348080,2015-08-30T13:32:54.713,25358,2975,1
348951,2015-09-01T13:12:38.483,25551,9745,1
349133,2015-09-01T22:14:08.887,25577,25575,1
349233,2015-09-02T06:44:47.037,24819,22363,1
349349,2015-09-02T13:38:51.550,25592,8488,1
349351,2015-09-02T13:44:20.043,25592,25524,1
349518,2015-09-03T12:44:42.250,25483,25608,1
351199,2015-09-07T10:43:17.303,25680,3528,1
351256,2015-09-07T14:34:56.043,25683,25684,3
351400,2015-09-08T07:54:42.033,25705,25640,1
351479,2015-09-08T13:51:53.900,25714,25684,1
351480,2015-09-08T14:11:47.320,25714,25684,3
351963,2015-09-12T22:39:56.180,25770,20444,1
352034,2015-09-13T14:26:56.193,25795,8287,1
352223,2015-09-14T15:27:36.933,25819,19225,1
352273,2015-09-14T20:00:06.003,25828,8997,1
352315,2015-09-15T02:37:29.177,25834,6446,1
352737,2015-09-17T23:39:08.287,25893,25801,1
352904,2015-09-19T11:58:30.190,25893,10124,1
352912,2015-09-19T16:35:38.373,25926,25170,1
352983,2015-09-20T08:55:15.863,25936,2736,1
353047,2015-09-20T21:36:03.933,25941,19896,1
353075,2015-09-21T01:42:56.163,25945,2736,1
353076,2015-09-21T01:42:56.163,25945,8901,1
353087,2015-09-21T02:18:39.823,25936,25945,1
353102,2015-09-21T08:34:53.267,25945,25936,1
353125,2015-09-21T13:13:39.063,25954,25714,1
353126,2015-09-21T13:13:39.063,25954,25684,1
353127,2015-09-21T13:13:39.063,25954,25683,1
353205,2015-09-21T20:33:23.400,25865,8860,1
353533,2015-09-23T17:00:15.377,26006,25980,1
353680,2015-09-24T11:29:20.227,26006,14561,1
353939,2015-09-25T22:42:45.807,26060,26058,1
354033,2015-09-26T16:00:22.777,26075,8604,1
354428,2015-09-29T13:30:21.273,26115,8860,1
354430,2015-09-29T14:21:25.450,26083,11546,1
354456,2015-09-29T16:50:49.840,26122,25927,1
354467,2015-09-29T16:51:26.800,25927,26122,1
354570,2015-09-30T12:48:21.113,26133,8629,1
354861,2015-10-02T05:34:05.480,26177,23540,1
354872,2015-10-02T07:02:01.393,26146,15351,1
354989,2015-10-02T19:16:02.273,26190,24109,1
355299,2015-10-05T07:11:02.350,26221,19004,1
355397,2015-10-05T13:55:26.277,26231,26234,1
355412,2015-10-05T14:53:06.563,26236,13844,1
355423,2015-10-05T16:00:55.993,26213,23735,1
355463,2015-10-05T20:11:43.057,26221,19004,3
355493,2015-10-05T21:59:39.933,26248,9498,1
355550,2015-10-06T07:50:46.420,26234,26253,1
355569,2015-10-06T11:38:22.803,26253,22714,1
359307,2015-10-08T15:25:58.337,26299,9467,1
359973,2015-10-10T09:20:22.583,10306,26341,1
360201,2015-10-11T02:17:15.200,25186,16786,1
360549,2015-10-11T17:47:41.833,26370,16885,1
361560,2015-10-14T11:45:35.120,26370,16885,3
362123,2015-10-16T03:40:05.347,26458,26317,1
362221,2015-10-16T10:50:00.330,26248,16540,1
362799,2015-10-18T00:55:33.550,26489,26342,1
362941,2015-10-18T10:08:28.587,26477,26493,1
363315,2015-10-19T06:40:15.100,10124,26493,1
363324,2015-10-19T07:36:38.953,26283,26493,1
363325,2015-10-19T07:37:20.017,26253,26493,1
363347,2015-10-19T08:54:24.273,26433,15096,1
363810,2015-10-20T14:42:01.497,26537,19564,1
363911,2015-10-20T19:42:45.643,25684,8732,1
363920,2015-10-20T20:06:45.057,15096,26433,1
364480,2015-10-22T05:45:49.613,23350,26433,1
364481,2015-10-22T05:46:17.700,18993,26433,1
364571,2015-10-22T11:55:38.860,24245,24503,1
364663,2015-10-22T18:11:14.407,26596,3026,1
364748,2015-10-22T21:08:16.303,26582,15990,1
365216,2015-10-23T21:47:05.060,26632,15529,1
365217,2015-10-23T21:47:05.060,26632,17897,1
365231,2015-10-23T23:32:32.650,26624,9094,1
366622,2015-10-27T14:02:41.477,26620,26691,1
367263,2015-10-29T01:29:28.040,26724,26433,1
367411,2015-10-29T09:14:26.640,26730,20514,1
367464,2015-10-29T11:44:58.723,26732,8860,1
367490,2015-10-29T13:40:12.233,26737,8432,1
367510,2015-10-29T14:00:34.290,26737,8432,3
367567,2015-10-29T15:45:14.130,6260,15114,1
368136,2015-10-30T22:09:19.737,26773,10725,1
368137,2015-10-30T22:09:19.737,26773,11326,1
368259,2015-10-31T08:05:43.170,26775,536,1
368392,2015-10-31T13:27:43.777,26765,19625,1
368445,2015-10-31T15:57:42.120,26779,25555,1
368976,2015-11-02T17:08:11.360,26818,8860,1
369583,2015-11-04T22:54:13.863,26880,322,1
369679,2015-11-05T08:59:29.207,26888,26214,1
369686,2015-11-05T12:30:36.943,26779,26884,1
369991,2015-11-07T00:00:58.030,26921,19357,1
370218,2015-11-08T01:01:52.797,26940,26928,1
370750,2015-11-11T16:34:28.380,26990,26719,1
370844,2015-11-11T22:18:58.850,27001,26317,1
370969,2015-11-12T12:04:56.517,27014,26981,1
371131,2015-11-13T08:23:33.960,26981,27014,1
371132,2015-11-13T08:27:26.307,27028,16240,1
371487,2015-11-15T11:03:26.187,26862,26794,1
371608,2015-11-15T20:33:46.490,27076,13,1
371703,2015-11-16T07:12:38.243,27096,27062,1
371718,2015-11-16T08:46:25.210,27085,15007,1
371767,2015-11-16T16:46:53.533,27077,5959,1
371769,2015-11-16T17:06:50.147,27076,13,3
372060,2015-11-17T23:19:02.210,27139,481,1
372061,2015-11-17T23:19:02.210,27139,1167,1
372131,2015-11-18T09:25:44.353,27147,15203,1
372132,2015-11-18T09:25:44.353,27147,7819,1
372229,2015-11-18T17:10:42.203,27161,18480,3
372448,2015-11-19T13:35:50.343,27180,27179,1
372495,2015-11-19T16:23:06.573,4723,5992,1
372598,2015-11-20T12:56:52.000,27199,26937,1
372799,2015-11-21T13:20:07.150,27217,6376,1
373154,2015-11-23T19:31:40.690,27243,6499,1
373516,2015-11-25T11:53:51.843,27230,27287,1
373528,2015-11-25T13:09:52.010,27288,27287,1
373744,2015-11-26T07:48:34.397,27307,9467,1
373780,2015-11-26T10:14:51.797,27307,13970,1
373994,2015-11-27T13:49:40.177,27337,19779,1
374083,2015-11-27T17:47:31.360,27346,21796,1
374119,2015-11-27T23:40:17.513,1395,27349,1
374277,2015-11-28T19:30:59.213,27358,27343,1
374563,2015-11-30T14:09:12.850,27349,1395,1
374653,2015-11-30T20:14:31.917,27400,25400,1
374780,2015-12-01T08:57:00.523,27412,6220,1
374805,2015-12-01T10:59:44.003,27412,6220,3
374825,2015-12-01T13:05:56.217,27411,24129,1
375007,2015-12-01T21:52:12.917,27420,26248,1
375188,2015-12-02T19:13:48.257,27437,22209,1
375211,2015-12-02T21:25:01.013,27462,27432,1
375318,2015-12-03T09:41:31.340,27480,13,1
375330,2015-12-03T10:52:00.783,27472,19191,1
375717,2015-12-04T19:27:21.110,27520,6220,1
375791,2015-12-05T02:20:04.087,27525,19084,1
375869,2015-12-05T14:08:26.340,27273,27510,1
375870,2015-12-05T14:08:37.527,27298,27510,1
375871,2015-12-05T14:09:03.787,27358,27510,1
375918,2015-12-05T19:10:48.247,26958,15101,1
375919,2015-12-05T19:12:05.593,17697,15101,1
375922,2015-12-05T19:28:23.693,27537,1317,1
375932,2015-12-05T20:20:03.860,27537,411,1
375937,2015-12-05T20:57:25.457,27537,411,3
375973,2015-12-05T22:37:14.367,27542,21583,1
375974,2015-12-05T23:15:10.477,17697,15101,3
375975,2015-12-05T23:15:25.617,26958,15101,3
376020,2015-12-06T06:19:50.693,27385,27549,1
376108,2015-12-06T19:24:43.337,27462,8418,1
379562,2015-12-07T11:31:21.587,27566,6220,1
379749,2015-12-07T19:36:09.077,27591,26366,1
380167,2015-12-08T19:28:20.747,27420,27370,1
380191,2015-12-08T21:02:21.533,27612,971,1
380437,2015-12-09T13:58:52.160,27624,2625,1
380527,2015-12-09T18:48:39.883,27586,6220,1
380542,2015-12-09T19:48:14.113,27634,27609,1
381894,2015-12-13T16:52:23.937,27669,27657,1
382377,2015-12-14T22:29:27.553,27671,7626,1
382724,2015-12-15T20:23:57.937,27745,11062,1
382725,2015-12-15T20:23:57.937,27745,19422,1
382793,2015-12-16T03:22:55.370,27747,24880,1
382804,2015-12-16T03:24:25.070,24880,27747,1
383038,2015-12-16T15:58:40.477,27745,8482,1
383320,2015-12-17T11:56:30.310,27775,21959,1
383361,2015-12-17T13:39:18.447,27771,17920,1
383375,2015-12-17T14:22:12.207,27771,17920,3
383508,2015-12-17T21:12:48.863,27787,20387,1
383682,2015-12-18T11:48:25.683,27787,20387,3
384705,2015-12-21T11:57:42.627,27843,27841,1
384716,2015-12-21T12:00:35.460,27841,27843,1
384890,2015-12-22T00:54:52.613,27844,16345,1
385267,2015-12-23T01:58:44.407,27870,6446,1
385559,2015-12-23T21:30:22.287,27878,26481,1
385812,2015-12-24T16:33:46.593,27887,20361,1
386518,2015-12-26T14:44:25.260,27904,5992,1
386530,2015-12-26T15:14:35.437,27918,9408,1
387315,2015-12-28T17:18:21.570,27943,22259,1
387820,2015-12-30T01:06:24.753,27992,19463,1
387821,2015-12-30T01:06:24.753,27992,25125,1
387823,2015-12-30T01:09:00.807,19463,27992,1
387840,2015-12-30T01:26:22.940,19463,27994,1
388252,2015-12-31T00:45:16.950,28001,27468,1
389219,2016-01-05T08:08:17.187,28084,28081,1
389658,2016-01-07T14:18:50.273,28137,646,1
389659,2016-01-07T14:18:50.273,28137,16105,1
389682,2016-01-07T16:20:51.020,28137,28020,1
389707,2016-01-07T20:13:33.450,28137,28020,3
389899,2016-01-09T10:15:59.630,28169,9966,1
390052,2016-01-10T02:01:08.977,9966,28169,1
390172,2016-01-10T14:54:09.913,28194,28189,1
390267,2016-01-10T21:57:18.420,28190,26489,1
390268,2016-01-10T21:57:18.420,28190,26818,1
390269,2016-01-10T21:57:18.420,28190,27370,1
390310,2016-01-11T07:59:48.383,28208,18390,1
390601,2016-01-12T13:17:38.440,28236,15643,1
390602,2016-01-12T13:17:38.440,28236,987,1
390762,2016-01-13T11:46:58.693,28253,28217,1
390806,2016-01-13T15:56:22.963,28018,8079,1
390843,2016-01-13T20:22:47.187,28265,27941,1
390956,2016-01-14T12:50:23.677,28279,9408,1
391669,2016-01-19T13:37:08.903,28344,25845,1
391672,2016-01-19T14:14:39.317,28253,28217,3
391704,2016-01-19T19:39:00.590,28000,27094,1
391717,2016-01-19T20:03:33.420,28000,27094,3
391813,2016-01-20T10:59:42.630,28360,9541,1
